"id","parent_id:id","code","name"
"nace_31_0","nace_31","31.0","Manufacture of furniture"
"nace_31_01","nace_31_0","31.01","Manufacture of office and shop furniture"
"nace_31_02","nace_31_0","31.02","Manufacture of kitchen furniture"
"nace_31_03","nace_31_0","31.03","Manufacture of mattresses"
"nace_31_09","nace_31_0","31.09","Manufacture of other furniture"
"nace_32","nace_C","32","Other manufacturing"
"nace_32_1","nace_32","32.1","Manufacture of jewellery, bijouterie and related articles"
"nace_32_11","nace_32_1","32.11","Striking of coins"
"nace_32_12","nace_32_1","32.12","Manufacture of jewellery and related articles"
"nace_32_13","nace_32_1","32.13","Manufacture of imitation jewellery and related articles"
"nace_32_2","nace_32","32.2","Manufacture of musical instruments"
"nace_32_20","nace_32_2","32.20","Manufacture of musical instruments"
"nace_32_3","nace_32","32.3","Manufacture of sports goods"
"nace_32_30","nace_32_3","32.30","Manufacture of sports goods"
"nace_32_4","nace_32","32.4","Manufacture of games and toys"
"nace_32_40","nace_32_4","32.40","Manufacture of games and toys"
"nace_32_5","nace_32","32.5","Manufacture of medical and dental instruments and supplies"
"nace_32_50","nace_32_5","32.50","Manufacture of medical and dental instruments and supplies"
"nace_32_9","nace_32","32.9","Manufacturing n.e.c."
"nace_32_91","nace_32_9","32.91","Manufacture of brooms and brushes"
"nace_32_99","nace_32_9","32.99","Other manufacturing n.e.c. "
"nace_33","nace_C","33","Repair and installation of machinery and equipment"
"nace_33_1","nace_33","33.1","Repair of fabricated metal products, machinery and equipment"
"nace_33_11","nace_33_1","33.11","Repair of fabricated metal products"
"nace_33_12","nace_33_1","33.12","Repair of machinery"
"nace_33_13","nace_33_1","33.13","Repair of electronic and optical equipment"
"nace_33_14","nace_33_1","33.14","Repair of electrical equipment"
"nace_33_15","nace_33_1","33.15","Repair and maintenance of ships and boats"
"nace_33_16","nace_33_1","33.16","Repair and maintenance of aircraft and spacecraft"
"nace_33_17","nace_33_1","33.17","Repair and maintenance of other transport equipment"
"nace_33_19","nace_33_1","33.19","Repair of other equipment"
"nace_33_2","nace_33","33.2","Installation of industrial machinery and equipment"
"nace_33_20","nace_33_2","33.20","Installation of industrial machinery and equipment"
"nace_D","nace_root","D","ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY"
"nace_35","nace_D","35","Electricity, gas, steam and air conditioning supply"
"nace_35_1","nace_35","35.1","Electric power generation, transmission and distribution"
"nace_35_11","nace_35_1","35.11","Production of electricity"
"nace_35_12","nace_35_1","35.12","Transmission of electricity"
"nace_35_13","nace_35_1","35.13","Distribution of electricity"
"nace_35_14","nace_35_1","35.14","Trade of electricity"
"nace_35_2","nace_35","35.2","Manufacture of gas; distribution of gaseous fuels through mains"
"nace_35_21","nace_35_2","35.21","Manufacture of gas"
"nace_35_22","nace_35_2","35.22","Distribution of gaseous fuels through mains"
"nace_35_23","nace_35_2","35.23","Trade of gas through mains"
"nace_35_3","nace_35","35.3","Steam and air conditioning supply"
"nace_35_30","nace_35_3","35.30","Steam and air conditioning supply"
"nace_E","nace_root","E","WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES"
"nace_36","nace_E","36","Water collection, treatment and supply"
"nace_36_0","nace_36","36.0","Water collection, treatment and supply"
"nace_36_00","nace_36_0","36.00","Water collection, treatment and supply"
"nace_37","nace_E","37","Sewerage"
"nace_37_0","nace_37","37.0","Sewerage"
"nace_37_00","nace_37_0","37.00","Sewerage"
"nace_38","nace_E","38","Waste collection, treatment and disposal activities; materials recovery"
"nace_38_1","nace_38","38.1","Waste collection"
"nace_38_11","nace_38_1","38.11","Collection of non-hazardous waste"
"nace_38_12","nace_38_1","38.12","Collection of hazardous waste"
"nace_38_2","nace_38","38.2","Waste treatment and disposal"
"nace_38_21","nace_38_2","38.21","Treatment and disposal of non-hazardous waste"
"nace_38_22","nace_38_2","38.22","Treatment and disposal of hazardous waste"
"nace_38_3","nace_38","38.3","Materials recovery"
"nace_38_31","nace_38_3","38.31","Dismantling of wrecks"
"nace_38_32","nace_38_3","38.32","Recovery of sorted materials"
"nace_39","nace_E","39","Remediation activities and other waste management services"
"nace_39_0","nace_39","39.0","Remediation activities and other waste management services"
"nace_39_00","nace_39_0","39.00","Remediation activities and other waste management services"
"nace_F","nace_root","F","CONSTRUCTION"
"nace_41","nace_F","41","Construction of buildings"
"nace_41_1","nace_41","41.1","Development of building projects"
"nace_41_10","nace_41_1","41.10","Development of building projects"
"nace_41_2","nace_41","41.2","Construction of residential and non-residential buildings"
"nace_41_20","nace_41_2","41.20","Construction of residential and non-residential buildings"
"nace_42","nace_F","42","Civil engineering"
"nace_42_1","nace_42","42.1","Construction of roads and railways"
"nace_42_11","nace_42_1","42.11","Construction of roads and motorways"
"nace_42_12","nace_42_1","42.12","Construction of railways and underground railways"
"nace_42_13","nace_42_1","42.13","Construction of bridges and tunnels"
"nace_42_2","nace_42","42.2","Construction of utility projects"
"nace_42_21","nace_42_2","42.21","Construction of utility projects for fluids"
"nace_42_22","nace_42_2","42.22","Construction of utility projects for electricity and telecommunications"
"nace_42_9","nace_42","42.9","Construction of other civil engineering projects"
"nace_42_91","nace_42_9","42.91","Construction of water projects"
"nace_42_99","nace_42_9","42.99","Construction of other civil engineering projects n.e.c."
"nace_43","nace_F","43","Specialised construction activities"
"nace_43_1","nace_43","43.1","Demolition and site preparation"
"nace_43_11","nace_43_1","43.11","Demolition"
"nace_43_12","nace_43_1","43.12","Site preparation"
"nace_43_13","nace_43_1","43.13","Test drilling and boring"
"nace_43_2","nace_43","43.2","Electrical, plumbing and other construction installation activities"
"nace_43_21","nace_43_2","43.21","Electrical installation"
"nace_43_22","nace_43_2","43.22","Plumbing, heat and air-conditioning installation"
"nace_43_29","nace_43_2","43.29","Other construction installation"
"nace_43_3","nace_43","43.3","Building completion and finishing"
"nace_43_31","nace_43_3","43.31","Plastering"
"nace_43_32","nace_43_3","43.32","Joinery installation"
"nace_43_33","nace_43_3","43.33","Floor and wall covering"
"nace_43_34","nace_43_3","43.34","Painting and glazing"
"nace_43_39","nace_43_3","43.39","Other building completion and finishing"
"nace_43_9","nace_43","43.9","Other specialised construction activities"
"nace_43_91","nace_43_9","43.91","Roofing activities"
"nace_43_99","nace_43_9","43.99","Other specialised construction activities n.e.c."
"nace_G","nace_root","G","WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES"
"nace_45","nace_G","45","Wholesale and retail trade and repair of motor vehicles and motorcycles"
"nace_45_1","nace_45","45.1","Sale of motor vehicles"
"nace_45_11","nace_45_1","45.11","Sale of cars and light motor vehicles"
"nace_45_19","nace_45_1","45.19","Sale of other motor vehicles"
"nace_45_2","nace_45","45.2","Maintenance and repair of motor vehicles"
"nace_45_20","nace_45_2","45.20","Maintenance and repair of motor vehicles"
"nace_45_3","nace_45","45.3","Sale of motor vehicle parts and accessories"
"nace_45_31","nace_45_3","45.31","Wholesale trade of motor vehicle parts and accessories"
"nace_45_32","nace_45_3","45.32","Retail trade of motor vehicle parts and accessories"
"nace_45_4","nace_45","45.4","Sale, maintenance and repair of motorcycles and related parts and accessories"
"nace_45_40","nace_45_4","45.40","Sale, maintenance and repair of motorcycles and related parts and accessories"
"nace_46","nace_G","46","Wholesale trade, except of motor vehicles and motorcycles"
"nace_46_1","nace_46","46.1","Wholesale on a fee or contract basis"
"nace_46_11","nace_46_1","46.11","Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods"
"nace_46_12","nace_46_1","46.12","Agents involved in the sale of fuels, ores, metals and industrial chemicals"
"nace_46_13","nace_46_1","46.13","Agents involved in the sale of timber and building materials"
"nace_46_14","nace_46_1","46.14","Agents involved in the sale of machinery, industrial equipment, ships and aircraft"
"nace_46_15","nace_46_1","46.15","Agents involved in the sale of furniture, household goods, hardware and ironmongery"
"nace_46_16","nace_46_1","46.16","Agents involved in the sale of textiles, clothing, fur, footwear and leather goods"
"nace_46_17","nace_46_1","46.17","Agents involved in the sale of food, beverages and tobacco"
"nace_46_18","nace_46_1","46.18","Agents specialised in the sale of other particular products"
"nace_46_19","nace_46_1","46.19","Agents involved in the sale of a variety of goods"
"nace_46_2","nace_46","46.2","Wholesale of agricultural raw materials and live animals"
"nace_46_21","nace_46_2","46.21","Wholesale of grain, unmanufactured tobacco, seeds and animal feeds"
"nace_46_22","nace_46_2","46.22","Wholesale of flowers and plants"
"nace_46_23","nace_46_2","46.23","Wholesale of live animals"
"nace_46_24","nace_46_2","46.24","Wholesale of hides, skins and leather"
"nace_46_3","nace_46","46.3","Wholesale of food, beverages and tobacco"
"nace_46_31","nace_46_3","46.31","Wholesale of fruit and vegetables"
"nace_46_32","nace_46_3","46.32","Wholesale of meat and meat products"
"nace_46_33","nace_46_3","46.33","Wholesale of dairy products, eggs and edible oils and fats"
"nace_46_34","nace_46_3","46.34","Wholesale of beverages"
"nace_46_35","nace_46_3","46.35","Wholesale of tobacco products"
"nace_46_36","nace_46_3","46.36","Wholesale of sugar and chocolate and sugar confectionery"
"nace_46_37","nace_46_3","46.37","Wholesale of coffee, tea, cocoa and spices"
"nace_46_38","nace_46_3","46.38","Wholesale of other food, including fish, crustaceans and molluscs"
"nace_46_39","nace_46_3","46.39","Non-specialised wholesale of food, beverages and tobacco"
"nace_46_4","nace_46","46.4","Wholesale of household goods"
"nace_46_41","nace_46_4","46.41","Wholesale of textiles"
"nace_46_42","nace_46_4","46.42","Wholesale of clothing and footwear"
"nace_46_43","nace_46_4","46.43","Wholesale of electrical household appliances"
"nace_46_44","nace_46_4","46.44","Wholesale of china and glassware and cleaning materials"
"nace_46_45","nace_46_4","46.45","Wholesale of perfume and cosmetics"
"nace_46_46","nace_46_4","46.46","Wholesale of pharmaceutical goods"
"nace_46_47","nace_46_4","46.47","Wholesale of furniture, carpets and lighting equipment"
"nace_46_48","nace_46_4","46.48","Wholesale of watches and jewellery"
"nace_46_49","nace_46_4","46.49","Wholesale of other household goods"
"nace_46_5","nace_46","46.5","Wholesale of information and communication equipment"
"nace_46_51","nace_46_5","46.51","Wholesale of computers, computer peripheral equipment and software"
"nace_46_52","nace_46_5","46.52","Wholesale of electronic and telecommunications equipment and parts"
"nace_46_6","nace_46","46.6","Wholesale of other machinery, equipment and supplies"
"nace_46_61","nace_46_6","46.61","Wholesale of agricultural machinery, equipment and supplies"
"nace_46_62","nace_46_6","46.62","Wholesale of machine tools"
"nace_46_63","nace_46_6","46.63","Wholesale of mining, construction and civil engineering machinery"
"nace_46_64","nace_46_6","46.64","Wholesale of machinery for the textile industry and of sewing and knitting machines"
"nace_46_65","nace_46_6","46.65","Wholesale of office furniture"
"nace_46_66","nace_46_6","46.66","Wholesale of other office machinery and equipment"
"nace_46_69","nace_46_6","46.69","Wholesale of other machinery and equipment"
"nace_46_7","nace_46","46.7","Other specialised wholesale"
"nace_46_71","nace_46_7","46.71","Wholesale of solid, liquid and gaseous fuels and related products"
"nace_46_72","nace_46_7","46.72","Wholesale of metals and metal ores"
"nace_46_73","nace_46_7","46.73","Wholesale of wood, construction materials and sanitary equipment"
"nace_46_74","nace_46_7","46.74","Wholesale of hardware, plumbing and heating equipment and supplies"
"nace_46_75","nace_46_7","46.75","Wholesale of chemical products"
"nace_46_76","nace_46_7","46.76","Wholesale of other intermediate products"
"nace_46_77","nace_46_7","46.77","Wholesale of waste and scrap"
"nace_46_9","nace_46","46.9","Non-specialised wholesale trade"
"nace_46_90","nace_46_9","46.90","Non-specialised wholesale trade"
"nace_47","nace_G","47","Retail trade, except of motor vehicles and motorcycles"
"nace_47_1","nace_47","47.1","Retail sale in non-specialised stores"
"nace_47_11","nace_47_1","47.11","Retail sale in non-specialised stores with food, beverages or tobacco predominating"
"nace_47_19","nace_47_1","47.19","Other retail sale in non-specialised stores"
"nace_47_2","nace_47","47.2","Retail sale of food, beverages and tobacco in specialised stores"
"nace_47_21","nace_47_2","47.21","Retail sale of fruit and vegetables in specialised stores"
"nace_47_22","nace_47_2","47.22","Retail sale of meat and meat products in specialised stores"
"nace_47_23","nace_47_2","47.23","Retail sale of fish, crustaceans and molluscs in specialised stores"
"nace_47_24","nace_47_2","47.24","Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores"
"nace_47_25","nace_47_2","47.25","Retail sale of beverages in specialised stores"
"nace_47_26","nace_47_2","47.26","Retail sale of tobacco products in specialised stores"
"nace_47_29","nace_47_2","47.29","Other retail sale of food in specialised stores"
"nace_47_3","nace_47","47.3","Retail sale of automotive fuel in specialised stores"
"nace_47_30","nace_47_3","47.30","Retail sale of automotive fuel in specialised stores"
"nace_47_4","nace_47","47.4","Retail sale of information and communication equipment in specialised stores"
"nace_47_41","nace_47_4","47.41","Retail sale of computers, peripheral units and software in specialised stores"
"nace_47_42","nace_47_4","47.42","Retail sale of telecommunications equipment in specialised stores"
"nace_47_43","nace_47_4","47.43","Retail sale of audio and video equipment in specialised stores"
"nace_47_5","nace_47","47.5","Retail sale of other household equipment in specialised stores"
"nace_47_51","nace_47_5","47.51","Retail sale of textiles in specialised stores"
"nace_47_52","nace_47_5","47.52","Retail sale of hardware, paints and glass in specialised stores"
"nace_47_53","nace_47_5","47.53","Retail sale of carpets, rugs, wall and floor coverings in specialised stores"
"nace_47_54","nace_47_5","47.54","Retail sale of electrical household appliances in specialised stores"
"nace_47_59","nace_47_5","47.59","Retail sale of furniture, lighting equipment and other household articles in specialised stores"
"nace_47_6","nace_47","47.6","Retail sale of cultural and recreation goods in specialised stores"
"nace_47_61","nace_47_6","47.61","Retail sale of books in specialised stores"
"nace_47_62","nace_47_6","47.62","Retail sale of newspapers and stationery in specialised stores"
"nace_47_63","nace_47_6","47.63","Retail sale of music and video recordings in specialised stores"
"nace_47_64","nace_47_6","47.64","Retail sale of sporting equipment in specialised stores"
"nace_47_65","nace_47_6","47.65","Retail sale of games and toys in specialised stores"
"nace_47_7","nace_47","47.7","Retail sale of other goods in specialised stores"
"nace_47_71","nace_47_7","47.71","Retail sale of clothing in specialised stores"
"nace_47_72","nace_47_7","47.72","Retail sale of footwear and leather goods in specialised stores"
"nace_47_73","nace_47_7","47.73","Dispensing chemist in specialised stores"
"nace_47_74","nace_47_7","47.74","Retail sale of medical and orthopaedic goods in specialised stores"
"nace_47_75","nace_47_7","47.75","Retail sale of cosmetic and toilet articles in specialised stores"
"nace_47_76","nace_47_7","47.76","Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores"
"nace_47_77","nace_47_7","47.77","Retail sale of watches and jewellery in specialised stores"
"nace_47_78","nace_47_7","47.78","Other retail sale of new goods in specialised stores"
"nace_47_79","nace_47_7","47.79","Retail sale of second-hand goods in stores"
"nace_47_8","nace_47","47.8","Retail sale via stalls and markets"
"nace_47_81","nace_47_8","47.81","Retail sale via stalls and markets of food, beverages and tobacco products"
"nace_47_82","nace_47_8","47.82","Retail sale via stalls and markets of textiles, clothing and footwear"
"nace_47_89","nace_47_8","47.89","Retail sale via stalls and markets of other goods"
"nace_47_9","nace_47","47.9","Retail trade not in stores, stalls or markets"
"nace_47_91","nace_47_9","47.91","Retail sale via mail order houses or via Internet"
"nace_47_99","nace_47_9","47.99","Other retail sale not in stores, stalls or markets"
"nace_H","nace_root","H","TRANSPORTATION AND STORAGE"
"nace_49","nace_H","49","Land transport and transport via pipelines"
"nace_49_1","nace_49","49.1","Passenger rail transport, interurban"
"nace_49_10","nace_49_1","49.10","Passenger rail transport, interurban"
"nace_49_2","nace_49","49.2","Freight rail transport"
"nace_49_20","nace_49_2","49.20","Freight rail transport"
"nace_49_3","nace_49","49.3","Other passenger land transport "
"nace_49_31","nace_49_3","49.31","Urban and suburban passenger land transport"
"nace_49_32","nace_49_3","49.32","Taxi operation"
"nace_49_39","nace_49_3","49.39","Other passenger land transport n.e.c."
"nace_49_4","nace_49","49.4","Freight transport by road and removal services"
"nace_49_41","nace_49_4","49.41","Freight transport by road"
"nace_49_42","nace_49_4","49.42","Removal services"
"nace_49_5","nace_49","49.5","Transport via pipeline"
"nace_49_50","nace_49_5","49.50","Transport via pipeline"
"nace_50","nace_H","50","Water transport"
"nace_50_1","nace_50","50.1","Sea and coastal passenger water transport"
"nace_50_10","nace_50_1","50.10","Sea and coastal passenger water transport"
"nace_50_2","nace_50","50.2","Sea and coastal freight water transport"
"nace_50_20","nace_50_2","50.20","Sea and coastal freight water transport"
"nace_50_3","nace_50","50.3","Inland passenger water transport"
"nace_50_30","nace_50_3","50.30","Inland passenger water transport"
"nace_50_4","nace_50","50.4","Inland freight water transport"
"nace_50_40","nace_50_4","50.40","Inland freight water transport"
"nace_51","nace_H","51","Air transport"
"nace_51_1","nace_51","51.1","Passenger air transport"
"nace_51_10","nace_51_1","51.10","Passenger air transport"
"nace_51_2","nace_51","51.2","Freight air transport and space transport"
"nace_51_21","nace_51_2","51.21","Freight air transport"
"nace_51_22","nace_51_2","51.22","Space transport"
"nace_52","nace_H","52","Warehousing and support activities for transportation"
"nace_52_1","nace_52","52.1","Warehousing and storage"
"nace_52_10","nace_52_1","52.10","Warehousing and storage"
"nace_52_2","nace_52","52.2","Support activities for transportation"
"nace_52_21","nace_52_2","52.21","Service activities incidental to land transportation"
"nace_52_22","nace_52_2","52.22","Service activities incidental to water transportation"
"nace_52_23","nace_52_2","52.23","Service activities incidental to air transportation"
"nace_52_24","nace_52_2","52.24","Cargo handling"
"nace_52_29","nace_52_2","52.29","Other transportation support activities "
"nace_53","nace_H","53","Postal and courier activities"
"nace_53_1","nace_53","53.1","Postal activities under universal service obligation"
"nace_53_10","nace_53_1","53.10","Postal activities under universal service obligation"
"nace_53_2","nace_53","53.2","Other postal and courier activities"
"nace_53_20","nace_53_2","53.20","Other postal and courier activities"
"nace_I","nace_root","I","ACCOMMODATION AND FOOD SERVICE ACTIVITIES"
"nace_55","nace_I","55","Accommodation"
"nace_55_1","nace_55","55.1","Hotels and similar accommodation"
"nace_55_10","nace_55_1","55.10","Hotels and similar accommodation"
"nace_55_2","nace_55","55.2","Holiday and other short-stay accommodation"
"nace_55_20","nace_55_2","55.20","Holiday and other short-stay accommodation"
"nace_55_3","nace_55","55.3","Camping grounds, recreational vehicle parks and trailer parks"
"nace_55_30","nace_55_3","55.30","Camping grounds, recreational vehicle parks and trailer parks"
"nace_55_9","nace_55","55.9","Other accommodation"
"nace_55_90","nace_55_9","55.90","Other accommodation"
"nace_56","nace_I","56","Food and beverage service activities"
"nace_56_1","nace_56","56.1","Restaurants and mobile food service activities"
"nace_56_10","nace_56_1","56.10","Restaurants and mobile food service activities"
"nace_56_2","nace_56","56.2","Event catering and other food service activities"
"nace_56_21","nace_56_2","56.21","Event catering activities"
"nace_56_29","nace_56_2","56.29","Other food service activities"
"nace_56_3","nace_56","56.3","Beverage serving activities"
"nace_56_30","nace_56_3","56.30","Beverage serving activities"
"nace_J","nace_root","J","INFORMATION AND COMMUNICATION"
"nace_58","nace_J","58","Publishing activities"
"nace_58_1","nace_58","58.1","Publishing of books, periodicals and other publishing activities"
"nace_58_11","nace_58_1","58.11","Book publishing"
"nace_58_12","nace_58_1","58.12","Publishing of directories and mailing lists"
"nace_58_13","nace_58_1","58.13","Publishing of newspapers"
"nace_58_14","nace_58_1","58.14","Publishing of journals and periodicals"
"nace_58_19","nace_58_1","58.19","Other publishing activities"
"nace_58_2","nace_58","58.2","Software publishing"
"nace_58_21","nace_58_2","58.21","Publishing of computer games"
"nace_58_29","nace_58_2","58.29","Other software publishing"
"nace_59","nace_J","59","Motion picture, video and television programme production, sound recording and music publishing activities"
"nace_59_1","nace_59","59.1","Motion picture, video and television programme activities"
"nace_59_11","nace_59_1","59.11","Motion picture, video and television programme production activities"
"nace_59_12","nace_59_1","59.12","Motion picture, video and television programme post-production activities"
"nace_59_13","nace_59_1","59.13","Motion picture, video and television programme distribution activities"
"nace_59_14","nace_59_1","59.14","Motion picture projection activities"
"nace_59_2","nace_59","59.2","Sound recording and music publishing activities"
"nace_59_20","nace_59_2","59.20","Sound recording and music publishing activities"
"nace_60","nace_J","60","Programming and broadcasting activities"
"nace_60_1","nace_60","60.1","Radio broadcasting"
"nace_60_10","nace_60_1","60.10","Radio broadcasting"
"nace_60_2","nace_60","60.2","Television programming and broadcasting activities"
"nace_60_20","nace_60_2","60.20","Television programming and broadcasting activities"
"nace_61","nace_J","61","Telecommunications"
"nace_61_1","nace_61","61.1","Wired telecommunications activities"
"nace_61_10","nace_61_1","61.10","Wired telecommunications activities"
"nace_61_2","nace_61","61.2","Wireless telecommunications activities"
"nace_61_20","nace_61_2","61.20","Wireless telecommunications activities"
"nace_61_3","nace_61","61.3","Satellite telecommunications activities"
"nace_61_30","nace_61_3","61.30","Satellite telecommunications activities"
"nace_61_9","nace_61","61.9","Other telecommunications activities"
"nace_61_90","nace_61_9","61.90","Other telecommunications activities"
"nace_62","nace_J","62","Computer programming, consultancy and related activities"
"nace_62_0","nace_62","62.0","Computer programming, consultancy and related activities"
"nace_62_01","nace_62_0","62.01","Computer programming activities"
"nace_62_02","nace_62_0","62.02","Computer consultancy activities"
"nace_62_03","nace_62_0","62.03","Computer facilities management activities"
"nace_62_09","nace_62_0","62.09","Other information technology and computer service activities"
"nace_63","nace_J","63","Information service activities"
"nace_63_1","nace_63","63.1","Data processing, hosting and related activities; web portals"
"nace_63_11","nace_63_1","63.11","Data processing, hosting and related activities"
"nace_63_12","nace_63_1","63.12","Web portals"
"nace_63_9","nace_63","63.9","Other information service activities"
"nace_63_91","nace_63_9","63.91","News agency activities"
"nace_63_99","nace_63_9","63.99","Other information service activities n.e.c."
"nace_K","nace_root","K","FINANCIAL AND INSURANCE ACTIVITIES"
"nace_64","nace_K","64","Financial service activities, except insurance and pension funding"
"nace_64_1","nace_64","64.1","Monetary intermediation"
"nace_64_11","nace_64_1","64.11","Central banking"
"nace_64_19","nace_64_1","64.19","Other monetary intermediation"
"nace_64_2","nace_64","64.2","Activities of holding companies"
"nace_64_20","nace_64_2","64.20","Activities of holding companies"
"nace_64_3","nace_64","64.3","Trusts, funds and similar financial entities"
"nace_64_30","nace_64_3","64.30","Trusts, funds and similar financial entities"
"nace_64_9","nace_64","64.9","Other financial service activities, except insurance and pension funding"
"nace_64_91","nace_64_9","64.91","Financial leasing"
"nace_64_92","nace_64_9","64.92","Other credit granting"
"nace_64_99","nace_64_9","64.99","Other financial service activities, except insurance and pension funding n.e.c."
"nace_65","nace_K","65","Insurance, reinsurance and pension funding, except compulsory social security"
"nace_65_1","nace_65","65.1","Insurance"
"nace_65_11","nace_65_1","65.11","Life insurance"
"nace_65_12","nace_65_1","65.12","Non-life insurance"
"nace_65_2","nace_65","65.2","Reinsurance"
"nace_65_20","nace_65_2","65.20","Reinsurance"
"nace_65_3","nace_65","65.3","Pension funding"
"nace_65_30","nace_65_3","65.30","Pension funding"
"nace_66","nace_K","66","Activities auxiliary to financial services and insurance activities"
"nace_66_1","nace_66","66.1","Activities auxiliary to financial services, except insurance and pension funding"
"nace_66_11","nace_66_1","66.11","Administration of financial markets"
"nace_66_12","nace_66_1","66.12","Security and commodity contracts brokerage"
"nace_66_19","nace_66_1","66.19","Other activities auxiliary to financial services, except insurance and pension funding"
"nace_66_2","nace_66","66.2","Activities auxiliary to insurance and pension funding"
"nace_66_21","nace_66_2","66.21","Risk and damage evaluation"
"nace_66_22","nace_66_2","66.22","Activities of insurance agents and brokers"
"nace_66_29","nace_66_2","66.29","Other activities auxiliary to insurance and pension funding"
"nace_66_3","nace_66","66.3","Fund management activities"
"nace_66_30","nace_66_3","66.30","Fund management activities"
"nace_L","nace_root","L","REAL ESTATE ACTIVITIES"
"nace_68","nace_L","68","Real estate activities"
"nace_68_1","nace_68","68.1","Buying and selling of own real estate"
"nace_68_10","nace_68_1","68.10","Buying and selling of own real estate"
"nace_68_2","nace_68","68.2","Rental and operating of own or leased real estate"
"nace_68_20","nace_68_2","68.20","Rental and operating of own or leased real estate"
"nace_68_3","nace_68","68.3","Real estate activities on a fee or contract basis"
"nace_68_31","nace_68_3","68.31","Real estate agencies"
"nace_68_32","nace_68_3","68.32","Management of real estate on a fee or contract basis"
"nace_M","nace_root","M","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES"
"nace_69","nace_M","69","Legal and accounting activities"
"nace_69_1","nace_69","69.1","Legal activities"
"nace_69_10","nace_69_1","69.10","Legal activities"
"nace_69_2","nace_69","69.2","Accounting, bookkeeping and auditing activities; tax consultancy"
"nace_69_20","nace_69_2","69.20","Accounting, bookkeeping and auditing activities; tax consultancy"
"nace_70","nace_M","70","Activities of head offices; management consultancy activities"
"nace_70_1","nace_70","70.1","Activities of head offices"
"nace_70_10","nace_70_1","70.10","Activities of head offices"
"nace_70_2","nace_70","70.2","Management consultancy activities"
"nace_70_21","nace_70_2","70.21","Public relations and communication activities"
"nace_70_22","nace_70_2","70.22","Business and other management consultancy activities"
"nace_71","nace_M","71","Architectural and engineering activities; technical testing and analysis"
"nace_71_1","nace_71","71.1","Architectural and engineering activities and related technical consultancy"
"nace_71_11","nace_71_1","71.11","Architectural activities "
"nace_71_12","nace_71_1","71.12","Engineering activities and related technical consultancy"
"nace_71_2","nace_71","71.2","Technical testing and analysis"
"nace_71_20","nace_71_2","71.20","Technical testing and analysis"
"nace_72","nace_M","72","Scientific research and development "
"nace_72_1","nace_72","72.1","Research and experimental development on natural sciences and engineering"
"nace_72_11","nace_72_1","72.11","Research and experimental development on biotechnology"
"nace_72_19","nace_72_1","72.19","Other research and experimental development on natural sciences and engineering"
"nace_72_2","nace_72","72.2","Research and experimental development on social sciences and humanities"
"nace_72_20","nace_72_2","72.20","Research and experimental development on social sciences and humanities"
"nace_73","nace_M","73","Advertising and market research"
"nace_73_1","nace_73","73.1","Advertising"
"nace_73_11","nace_73_1","73.11","Advertising agencies"
"nace_73_12","nace_73_1","73.12","Media representation"
"nace_73_2","nace_73","73.2","Market research and public opinion polling"
"nace_73_20","nace_73_2","73.20","Market research and public opinion polling"
"nace_74","nace_M","74","Other professional, scientific and technical activities"
"nace_74_1","nace_74","74.1","Specialised design activities"
"nace_74_10","nace_74_1","74.10","Specialised design activities"
"nace_74_2","nace_74","74.2","Photographic activities"
"nace_74_20","nace_74_2","74.20","Photographic activities"
"nace_74_3","nace_74","74.3","Translation and interpretation activities"
"nace_74_30","nace_74_3","74.30","Translation and interpretation activities"
"nace_74_9","nace_74","74.9","Other professional, scientific and technical activities n.e.c."
"nace_74_90","nace_74_9","74.90","Other professional, scientific and technical activities n.e.c."
"nace_75","nace_M","75","Veterinary activities"
"nace_75_0","nace_75","75.0","Veterinary activities"
"nace_75_00","nace_75_0","75.00","Veterinary activities"
"nace_N","nace_root","N","ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES"
"nace_77","nace_N","77","Rental and leasing activities"
"nace_77_1","nace_77","77.1","Rental and leasing of motor vehicles"
"nace_77_11","nace_77_1","77.11","Rental and leasing of cars and light motor vehicles"
"nace_77_12","nace_77_1","77.12","Rental and leasing of trucks"
"nace_77_2","nace_77","77.2","Rental and leasing of personal and household goods"
"nace_77_21","nace_77_2","77.21","Rental and leasing of recreational and sports goods"
"nace_77_22","nace_77_2","77.22","Rental of video tapes and disks"
"nace_77_29","nace_77_2","77.29","Rental and leasing of other personal and household goods"
"nace_77_3","nace_77","77.3","Rental and leasing of other machinery, equipment and tangible goods"
"nace_77_31","nace_77_3","77.31","Rental and leasing of agricultural machinery and equipment"
"nace_77_32","nace_77_3","77.32","Rental and leasing of construction and civil engineering machinery and equipment"
"nace_77_33","nace_77_3","77.33","Rental and leasing of office machinery and equipment (including computers)"
"nace_77_34","nace_77_3","77.34","Rental and leasing of water transport equipment"
"nace_77_35","nace_77_3","77.35","Rental and leasing of air transport equipment"
